Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:01,306.2,308.245,303.01,303.99,0,305.36
2025-10-30 01:14:05,306.2,308.245,303.01,304.44,0,305.36
2025-10-30 01:19:08,306.2,308.245,303.01,304.625,0,305.36
