Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:00,230.26,232.82,227.76,228.57,0,229.25
2025-10-30 01:14:03,230.26,232.82,227.76,229.21,0,229.25
2025-10-30 01:19:07,230.26,232.82,227.76,229.5207,0,229.25
