Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:08:59,545.5,546.27,536.7287,538.465,0,542.07
2025-10-30 01:14:03,545.5,546.27,536.7287,539.0,0,542.07
2025-10-30 01:19:06,545.5,546.27,536.7287,539.705,0,542.07
