Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:01,206.29,212.1899,204.775,207.665,0,201.03
2025-10-30 01:14:04,206.29,212.1899,204.775,207.127,0,201.03
2025-10-30 01:19:08,206.29,212.1899,204.775,206.7778,0,201.03
