Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:00,754.75,759.155,742.51,748.03,0,751.44
2025-10-30 01:14:04,754.75,759.155,742.51,749.8,0,751.44
2025-10-30 01:19:07,754.75,759.155,742.51,752.85,0,751.44
