Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:08:59,269.56,271.41,267.11,268.0288,0,269
2025-10-30 01:14:02,269.56,271.41,267.11,268.88,0,269
2025-10-30 01:19:06,269.56,271.41,267.11,269.536,0,269
