Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:01,1102.5,1108.55,1096,1098.165,0,1102.5
2025-10-30 01:14:04,1102.5,1108.55,1096,1098.01,0,1102.5
2025-10-30 01:19:08,1102.5,1108.55,1096,1098.565,0,1102.5
