Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:02,178.59,182.5,178.09,179.41,0,176.72
2025-10-30 01:14:05,178.59,182.5,178.09,179.51,0,176.72
2025-10-30 01:19:08,178.59,182.5,178.09,179.6,0,176.72
