Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:09:00,462.76,465.7,452.65,460.01,0,460.55
2025-10-30 01:14:03,462.76,465.7,452.65,459.815,0,460.55
2025-10-30 01:19:07,462.76,465.7,452.65,459.645,0,460.55
