Date,Open,High,Low,Close,Volume,Adj_Close
2025-10-30 01:08:59,270.32,274.44,268.43,274.21,0,268.43
2025-10-30 01:14:03,270.32,274.98,268.43,274.32,0,268.43
2025-10-30 01:19:06,270.32,274.98,268.43,274.865,0,268.43
